date,bar,delta_target,expiration,dte,spx_open,vol_trigger,iv_atm,year,status,strike,delta_k,delta_kp5,delta_avg,mid_k,mid_kp5,gap,required_move,gap_smooth,required_move_smooth,rel_spread_k,quality_ok,required_move_delta_k_only,iv_k,iv_kp5,native_spacing,underlying_price
2024-02-14,13:00,0.2,2024-03-15,30,4976.4400000000005,4945.0,0.1237,2024,ok,4825.0,0.1983,0.20370000000000002,0.201,23.5,24.15,0.6499999999999986,3.233830845771137,0.6598901098900823,3.283035372587474,0.00851063829787231,True,3.2778618255168865,0.1486,0.1476,5.0,4974.06
2024-02-14,13:00,0.25,2024-03-15,30,4976.4400000000005,4945.0,0.1237,2024,ok,4865.0,0.24700000000000003,0.2539,0.25045,29.6,30.5,0.8999999999999986,3.5935316430425175,0.8892857142856998,3.5507515044348166,0.006756756756756733,True,3.6437246963562693,0.1409,0.14,5.0,4974.06
2024-02-22,10:00,0.15,2024-03-25,32,5038.83,5000.0,0.12290000000000001,2024,ok,4860.0,0.14700000000000002,0.15115,0.149075,17.1,17.6,0.5,3.3540164346805295,0.47382690302395697,3.1784464398722583,0.15204678362573107,False,3.4013605442176864,0.15,0.1491,10.0,5060.51
2024-02-22,10:00,0.2,2024-03-25,32,5038.83,5000.0,0.12290000000000001,2024,ok,4920.0,0.203,0.21100000000000002,0.20700000000000002,23.65,24.950000000000003,1.3000000000000043,6.280193236714996,0.702602436323379,3.394214668228884,0.07188160676532766,True,6.4039408866995275,0.13820000000000002,0.13870000000000002,5.0,5060.51
2024-02-22,10:00,0.25,2024-03-25,32,5038.83,5000.0,0.12290000000000001,2024,ok,4960.0,0.2569,0.26445,0.260675,30.95,32.0,1.0500000000000007,4.028004219813948,1.0625651720542524,4.076206663677961,0.11954765751211618,True,4.087193460490465,0.133,0.1323,10.0,5060.51
2024-02-22,13:00,0.15,2024-03-25,32,5038.83,5000.0,0.12090000000000001,2024,ok,4880.0,0.1492,0.15345,0.151325,17.1,17.6,0.5,3.3041467041136627,0.4790143964562553,3.165467678547863,0.0233918128654972,True,3.351206434316354,0.1469,0.14600000000000002,10.0,5074.66
2024-02-22,13:00,0.2,2024-03-25,32,5038.83,5000.0,0.12090000000000001,2024,ok,4930.0,0.19740000000000002,0.20320000000000002,0.20030000000000003,22.85,23.575000000000003,0.7250000000000014,3.6195706440339555,0.697619047619044,3.482870931697673,0.01312910284463898,True,3.6727456940222964,0.138,0.13715,10.0,5074.66
2024-02-22,13:00,0.25,2024-03-25,32,5038.83,5000.0,0.12090000000000001,2024,ok,4970.0,0.24830000000000002,0.25570000000000004,0.252,29.35,30.35,1.0,3.9682539682539684,0.9628460686600492,3.820817732777973,0.017035775127768313,True,4.027386226339106,0.1316,0.13090000000000002,5.0,5074.66
2024-02-26,10:00,0.15,2024-03-27,30,5093.0,5070.0,0.12010000000000001,2024,ok,4910.0,0.15330000000000002,0.1578,0.15555000000000002,16.9,17.4,0.5,3.214400514304082,0.49004171011470526,3.150380650046321,0.15384615384615383,False,3.261578604044357,0.1446,0.14365,10.0,5093.2
2024-02-26,10:00,0.2,2024-03-27,30,5093.0,5070.0,0.12010000000000001,2024,ok,4950.0,0.19390000000000002,0.2008,0.19735000000000003,21.6,22.55,0.9499999999999993,4.813782619711168,0.6873456790123458,3.4828765088033733,0.027777777777777842,True,4.8994326972666284,0.1376,0.1373,10.0,5093.2
2024-02-26,10:00,0.25,2024-03-27,30,5093.0,5070.0,0.12010000000000001,2024,ok,4990.0,0.2467,0.2542,0.25045,28.2,29.150000000000002,0.9500000000000028,3.7931722898782305,0.9309176225234289,3.7169799262265077,0.10638297872340426,True,3.850830968788013,0.13140000000000002,0.13060000000000002,10.0,5093.2
2024-02-26,13:00,0.15,2024-03-27,30,5093.0,5070.0,0.1184,2024,ok,4900.0,0.1512,0.1557,0.15345,16.4,16.9,0.5,3.258390355164549,0.48765432098764633,3.1779362723209275,0.024390243902439157,True,3.306878306878307,0.1432,0.14225000000000002,10.0,5082.67
2024-02-26,13:00,0.2,2024-03-27,30,5093.0,5070.0,0.1184,2024,ok,4950.0,0.2034,0.2097,0.20655,22.35,23.1,0.75,3.6310820624546114,0.7308641975308654,3.5384371703261457,0.01342281879194634,True,3.6873156342182893,0.1342,0.13335,10.0,5082.67
2024-02-26,13:00,0.25,2024-03-27,30,5093.0,5070.0,0.1184,2024,ok,4980.0,0.2441,0.2518,0.24795,27.3,28.3,1.0,4.033071183706392,0.9468992248061598,3.8189119774396443,0.0146520146520146,True,4.096681687832855,0.12940000000000002,0.1287,10.0,5082.67
2024-02-28,10:00,0.15,2024-04-01,33,5067.2,5065.0,0.114,2024,ok,4875.0,0.1484,0.1525,0.15045,16.4,16.85,0.45000000000000284,2.9910269192422922,0.4714285714285901,3.1334567725396485,0.024390243902439157,True,3.032345013477108,0.14,0.139,5.0,5062.47
2024-02-28,10:00,0.2,2024-04-01,33,5067.2,5065.0,0.114,2024,ok,4925.0,0.1981,0.20400000000000001,0.20105,22.1,22.8,0.6999999999999993,3.4817209649340923,0.6978571428571083,3.471062635449432,0.018099547511312153,True,3.533568904593636,0.1311,0.1303,5.0,5062.47
2024-02-28,10:00,0.25,2024-04-01,33,5067.2,5065.0,0.114,2024,ok,4960.0,0.2441,0.2516,0.24785000000000001,27.75,28.725,0.9750000000000014,3.9338309461367817,0.9290928050052388,3.7486092596539793,0.018018018018018018,True,3.9942646456370396,0.1257,0.12495,10.0,5062.47
2024-02-28,13:00,0.15,2024-04-01,33,5067.2,5065.0,0.11230000000000001,2024,ok,4880.0,0.1466,0.1508,0.1487,16.05,16.500000000000004,0.45000000000000284,3.0262273032952445,0.46090808416389717,3.099583619125065,0.01869158878504666,True,3.0695770804911517,0.139,0.138,10.0,5067.76
2024-02-28,13:00,0.2,2024-04-01,33,5067.2,5065.0,0.11230000000000001,2024,ok,4930.0,0.19590000000000002,0.20185000000000003,0.19887500000000002,21.6,22.3,0.6999999999999993,3.519798868636074,0.6862126245847142,3.450472028081529,0.01851851851851845,True,3.5732516590096948,0.12990000000000002,0.12905,10.0,5067.76
2024-02-28,13:00,0.25,2024-04-01,33,5067.2,5065.0,0.11230000000000001,2024,ok,4970.0,0.24880000000000002,0.2566,0.25270000000000004,28.0,29.0,1.0,3.957261574990106,0.9487264673311453,3.754358794345648,0.014285714285714235,True,4.019292604501607,0.12350000000000001,0.1228,5.0,5067.76
2024-03-13,10:00,0.15,2024-04-12,30,5173.49,5095.0,0.11960000000000001,2024,ok,4975.0,0.14800000000000002,0.1524,0.1502,16.549999999999997,17.049999999999997,0.5,3.3288948069241013,0.5041208791208611,3.3563307531348943,0.018126888217522705,True,3.378378378378378,0.1434,0.14250000000000002,5.0,5166.38
2024-03-13,10:00,0.2,2024-04-12,30,5173.49,5095.0,0.11960000000000001,2024,ok,5025.0,0.1991,0.20470000000000002,0.20190000000000002,22.75,23.4,0.6499999999999986,3.2194155522535834,0.7491758241758084,3.710628153421537,0.013186813186813218,True,3.2646911099949705,0.13570000000000002,0.13470000000000001,5.0,5166.38
2024-03-13,10:00,0.25,2024-04-12,30,5173.49,5095.0,0.11960000000000001,2024,ok,5065.0,0.2521,0.2599,0.256,29.6,30.700000000000003,1.1000000000000014,4.296875000000005,1.0153846153846262,3.966346153846196,0.013513513513513466,True,4.363347877826265,0.12990000000000002,0.12940000000000002,5.0,5166.38
2024-03-13,13:00,0.15,2024-04-12,30,5173.49,5095.0,0.1174,2024,ok,4985.0,0.15130000000000002,0.1557,0.15350000000000003,16.75,17.25,0.5,3.2573289902280127,0.5085164835164959,3.312810967534175,0.01791044776119386,True,3.3046926635822866,0.14120000000000002,0.1403,5.0,5170.56
2024-03-13,13:00,0.2,2024-04-12,30,5173.49,5095.0,0.1174,2024,ok,5030.0,0.1976,0.2036,0.2006,22.25,23.0,0.75,3.7387836490528414,0.7288461538461484,3.6333307769000416,0.013483146067415762,True,3.7955465587044537,0.134,0.1332,5.0,5170.56
2024-03-13,13:00,0.25,2024-04-12,30,5173.49,5095.0,0.1174,2024,ok,5070.0,0.251,0.2585,0.25475000000000003,29.05,30.05,1.0,3.9254170755642783,0.9997252747252694,3.9243386642797615,0.010327022375215048,True,3.9840637450199203,0.1282,0.1275,5.0,5170.56
2024-04-30,10:00,0.15,2024-05-30,30,5103.78,5095.0,0.13470000000000001,2024,ok,4900.0,0.1524,0.15685,0.154625,18.900000000000002,19.525,0.6249999999999964,4.042037186742094,0.5802469135802371,3.752607363493853,0.05291005291005291,True,4.10104986876638,0.1595,0.15889999999999999,10.0,5107.64
2024-04-30,10:00,0.2,2024-05-30,30,5103.78,5095.0,0.13470000000000001,2024,ok,4950.0,0.2018,0.2073,0.20455,25.9,26.675,0.7750000000000021,3.7888046932290496,0.8117283950617298,3.968361745596332,0.015444015444015528,True,3.8404360753221116,0.15330000000000002,0.15250000000000002,10.0,5107.64
2024-04-30,10:00,0.25,2024-05-30,30,5103.78,5095.0,0.13470000000000001,2024,ok,4990.0,0.2503,0.2571,0.25370000000000004,33.1,34.15,1.0499999999999972,4.138746551044529,1.0385818561000695,4.093740071344381,0.036253776435045404,True,4.194966040751087,0.14800000000000002,0.1474,10.0,5107.64
2024-04-30,13:00,0.15,2024-05-30,30,5103.78,5095.0,0.1404,2024,ok,4850.0,0.15030000000000002,0.1545,0.1524,19.3,19.9,0.5999999999999979,3.937007874015734,0.5859756097560957,3.84498431598488,0.020725388601036194,True,3.992015968063858,0.1668,0.16615000000000002,10.0,5068.11
2024-04-30,13:00,0.2,2024-05-30,30,5103.78,5095.0,0.1404,2024,ok,4900.0,0.1967,0.2023,0.1995,26.0,26.875,0.875,4.385964912280701,0.7888888888888762,3.95433027011968,0.01538461538461533,True,4.448398576512456,0.16010000000000002,0.15960000000000002,10.0,5068.11
2024-04-30,13:00,0.25,2024-05-30,30,5103.78,5095.0,0.1404,2024,ok,4950.0,0.2559,0.26270000000000004,0.25930000000000003,35.2,36.325,1.125,4.338603933667566,1.0645061728395078,4.105307261239906,0.011363636363636322,True,4.396248534583822,0.1539,0.15335000000000001,10.0,5068.11
2024-05-08,10:00,0.15,2024-06-07,30,5168.9800000000005,5165.0,0.12290000000000001,2024,ok,4990.0,0.1506,0.1554,0.15300000000000002,17.0,17.6,0.6000000000000014,3.921568627450989,0.5664835164835451,3.702506643683301,0.0235294117647058,True,3.9840637450199297,0.1438,0.1432,5.0,5180.18
2024-05-08,10:00,0.2,2024-06-07,30,5168.9800000000005,5165.0,0.12290000000000001,2024,ok,5035.0,0.19790000000000002,0.20400000000000001,0.20095000000000002,23.0,23.8,0.8000000000000007,3.981089823339142,0.7832417582417712,3.8976947411882117,0.017391304347826025,True,4.042445679636183,0.1379,0.1373,5.0,5180.18
2024-05-08,10:00,0.25,2024-06-07,30,5168.9800000000005,5165.0,0.12290000000000001,2024,ok,5075.0,0.2509,0.2585,0.25470000000000004,30.200000000000003,31.3,1.0999999999999979,4.318806438947773,1.042307692307695,4.0922956117302505,0.01324503311258285,True,4.384216819449971,0.133,0.1325,5.0,5180.18
2024-05-08,13:00,0.15,2024-06-07,30,5168.9800000000005,5165.0,0.1228,2024,ok,4990.0,0.1497,0.1544,0.15205000000000002,16.85,17.450000000000003,0.6000000000000014,3.946070371588302,0.5637362637362922,3.7075716128661105,0.017804154302670665,True,4.008016032064138,0.1436,0.14300000000000002,5.0,5180.83
2024-05-08,13:00,0.2,2024-06-07,30,5168.9800000000005,5165.0,0.1228,2024,ok,5040.0,0.203,0.2091,0.20605,23.65,24.450000000000003,0.8000000000000043,3.8825527784518528,0.8104395604395175,3.9332179589396623,0.012684989429175507,True,3.94088669950741,0.13720000000000002,0.1366,5.0,5180.83
2024-05-08,13:00,0.25,2024-06-07,30,5168.9800000000005,5165.0,0.1228,2024,ok,5075.0,0.2499,0.2574,0.25365000000000004,30.05,31.1,1.0500000000000007,4.139562389118867,1.0406593406593443,4.10273739664634,0.009983361064891751,True,4.20168067226891,0.133,0.13240000000000002,5.0,5180.83
2024-05-13,10:00,0.15,2024-06-12,30,5233.08,5195.0,0.12390000000000001,2024,ok,5040.0,0.1544,0.15910000000000002,0.15675,17.85,18.45,0.5999999999999979,3.827751196172235,0.5827945776851028,3.7179877364280878,0.016806722689075668,True,3.8860103626942863,0.14500000000000002,0.1443,10.0,5230.37
2024-05-13,10:00,0.2,2024-06-12,30,5233.08,5195.0,0.12390000000000001,2024,ok,5080.0,0.1957,0.20155,0.198625,23.200000000000003,23.975,0.7749999999999986,3.9018250471994893,0.769269102990038,3.8729721988170573,0.017241379310344918,True,3.9601430761369367,0.13970000000000002,0.13905,10.0,5230.37
2024-05-13,10:00,0.25,2024-06-12,30,5233.08,5195.0,0.12390000000000001,2024,ok,5120.0,0.24710000000000001,0.2541,0.2506,30.3,31.3,1.0,3.990422984836393,1.0184939091915899,4.0642215051539905,0.013201320132013155,True,4.046944556859571,0.13490000000000002,0.1342,5.0,5230.37
2024-05-13,13:00,0.15,2024-06-12,30,5233.08,5195.0,0.12560000000000002,2024,ok,5030.0,0.1509,0.1555,0.1532,17.35,17.925,0.5749999999999993,3.7532637075717967,0.5531007751937921,3.6103183759385904,0.04034582132564837,True,3.8104705102716983,0.1452,0.1445,10.0,5223.62
2024-05-13,13:00,0.2,2024-06-12,30,5233.08,5195.0,0.12560000000000002,2024,ok,5080.0,0.2026,0.2091,0.20585,24.0,24.925,0.9250000000000007,4.49356327422881,0.8174972314507246,3.9713249038169764,0.02500000000000006,True,4.565646594274436,0.1384,0.13799999999999998,10.0,5223.62
2024-05-13,13:00,0.25,2024-06-12,30,5233.08,5195.0,0.12560000000000002,2024,ok,5120.0,0.256,0.2634,0.25970000000000004,31.450000000000003,32.5,1.0499999999999972,4.043126684636107,1.1122923588039948,4.282989444759317,0.02225755166931635,True,4.1015624999999885,0.1337,0.1331,5.0,5223.62
2024-06-06,10:00,0.15,2024-07-08,32,5357.8,5325.0,0.1096,2024,ok,5160.0,0.1464,0.15095,0.148675,16.3,16.85,0.5500000000000007,3.6993442071632803,0.5114181438998903,3.439839541953188,0.024539877300613407,True,3.756830601092901,0.134,0.13335000000000002,10.0,5350.74
2024-06-06,10:00,0.2,2024-07-08,32,5357.8,5325.0,0.1096,2024,ok,5210.0,0.1973,0.2033,0.2003,22.5,23.25,0.75,3.744383424862706,0.7400417101147044,3.694666550747401,0.017777777777777715,True,3.801317790167258,0.12710000000000002,0.1264,10.0,5350.74
2024-06-06,10:00,0.25,2024-07-08,32,5357.8,5325.0,0.1096,2024,ok,5250.0,0.2499,0.25745,0.253675,29.3,30.325000000000003,1.0250000000000021,4.04060313393122,0.9777777777777792,3.854450686026527,0.013651877133105754,True,4.101640656262513,0.1217,0.12110000000000001,10.0,5350.74
2024-06-06,13:00,0.15,2024-07-08,32,5357.8,5325.0,0.11030000000000001,2024,ok,5160.0,0.154,0.1588,0.15639999999999998,17.200000000000003,17.775000000000002,0.5749999999999993,3.67647058823529,0.5504171011470221,3.519290928050014,0.023255813953488493,True,3.733766233766229,0.133,0.1323,10.0,5342.14
2024-06-06,13:00,0.2,2024-07-08,32,5357.8,5325.0,0.11030000000000001,2024,ok,5200.0,0.19590000000000002,0.20195000000000002,0.19892500000000002,22.35,23.125,0.7749999999999986,3.895940681161234,0.7395061728395279,3.717512493852094,0.022371364653243846,True,3.9561000510464446,0.12760000000000002,0.12695,10.0,5342.14
2024-06-06,13:00,0.25,2024-07-08,32,5357.8,5325.0,0.11030000000000001,2024,ok,5240.0,0.24810000000000001,0.25565,0.251875,29.1,30.125,1.0249999999999986,4.06947890818858,0.9754431699687198,3.872727225682262,0.020618556701030976,True,4.131398629584839,0.1222,0.12160000000000001,10.0,5342.14
2024-07-05,10:00,0.15,2024-08-05,31,5537.91,5510.0,0.1027,2024,ok,5360.0,0.14650000000000002,0.15095,0.148725,15.95,16.45,0.5,3.3619095646327115,0.4818561001042857,3.2399132634344308,0.031347962382445034,True,3.41296928327645,0.1285,0.1277,10.0,5546.31
2024-07-05,10:00,0.2,2024-08-05,31,5537.91,5510.0,0.1027,2024,ok,5410.0,0.19690000000000002,0.203,0.19995000000000002,21.75,22.475,0.7250000000000014,3.6259064766191615,0.6941605839416276,3.4716708374174923,0.022988505747126436,True,3.6820721178263147,0.1208,0.12005,10.0,5546.31
2024-07-05,10:00,0.25,2024-08-05,31,5537.91,5510.0,0.1027,2024,ok,5450.0,0.25,0.25775000000000003,0.253875,28.200000000000003,29.200000000000003,1.0,3.9389463318562283,0.9453703703703776,3.723763152615963,0.021276595744680774,True,4.0,0.1149,0.11425,10.0,5546.31
2024-07-05,13:00,0.15,2024-08-05,31,5537.91,5510.0,0.1029,2024,ok,5375.0,0.1515,0.156,0.15375,16.450000000000003,16.950000000000003,0.5,3.252032520325203,0.4978571428571105,3.2380952380950276,0.01823708206686934,True,3.3003300330033003,0.127,0.12610000000000002,5.0,5554.86
2024-07-05,13:00,0.2,2024-08-05,31,5537.91,5510.0,0.1029,2024,ok,5420.0,0.198,0.20400000000000001,0.201,21.8,22.5,0.6999999999999993,3.482587064676613,0.7038759689922394,3.501870492498703,0.018348623853210944,True,3.5353535353535315,0.12010000000000001,0.1193,5.0,5554.86
2024-07-05,13:00,0.25,2024-08-05,31,5537.91,5510.0,0.1029,2024,ok,5460.0,0.2515,0.25925000000000004,0.255375,28.3,29.275,0.9749999999999979,3.8179148311306816,0.9486965589155215,3.7149155513089434,0.014134275618374508,True,3.876739562624246,0.11420000000000001,0.1135,10.0,5554.86
2024-08-27,10:00,0.15,2024-09-26,30,5602.89,5595.0,0.1338,2024,ok,5350.0,0.151,0.1544,0.1527,23.15,23.689999999999998,0.5399999999999991,3.5363457760314287,0.4550000000000073,2.9796987557302375,0.3066954643628509,False,3.5761589403973453,0.1794,0.17858000000000002,25.0,5609.49
2024-08-27,10:00,0.2,2024-09-26,30,5602.89,5595.0,0.1338,2024,ok,5420.0,0.20170000000000002,0.2061,0.20390000000000003,30.950000000000003,31.650000000000002,0.6999999999999993,3.433055419323194,0.6657142857142875,3.2649057661318657,0.2681744749596123,False,3.470500743678727,0.1666,0.16570000000000001,5.0,5609.49
2024-08-27,10:00,0.25,2024-09-26,30,5602.89,5595.0,0.1338,2024,ok,5470.0,0.249,0.2544,0.25170000000000003,38.45,39.35,0.8999999999999986,3.575685339690101,0.853709856035409,3.3917753517497373,0.21586475942782826,False,3.6144578313252955,0.1575,0.15660000000000002,5.0,5609.49
2024-08-27,13:00,0.15,2024-09-26,30,5602.89,5595.0,0.12890000000000001,2024,ok,5375.0,0.1542,0.15766,0.15593,22.65,23.15,0.5,3.206567049317001,0.4699999999999961,3.014173026357956,0.013245033112582814,True,3.2425421530479897,0.1708,0.16988,25.0,5618.400000000001
2024-08-27,13:00,0.2,2024-09-26,30,5602.89,5595.0,0.12890000000000001,2024,ok,5440.0,0.20370000000000002,0.20825000000000002,0.20597500000000002,29.9,30.575,0.6750000000000007,3.2770967350406632,0.6637122002085307,3.2222949397185614,0.013377926421404755,True,3.313696612665688,0.1587,0.1578,10.0,5618.400000000001
2024-08-27,13:00,0.25,2024-09-26,30,5602.89,5595.0,0.12890000000000001,2024,ok,5490.0,0.254,0.25975000000000004,0.256875,37.6,38.50000000000001,0.9000000000000057,3.5036496350365183,0.8925443169968966,3.474625078333417,0.010638297872340576,True,3.5433070866141954,0.1499,0.14900000000000002,10.0,5618.400000000001
2024-08-29,10:00,0.15,2024-09-30,32,5607.3,5595.0,0.1227,2024,ok,5370.0,0.1491,0.1524,0.15075,22.05,22.55,0.5,3.316749585406302,0.43983516483515694,2.9176462012282385,0.04081632653061218,True,3.3534540576794094,0.16790000000000002,0.1671,5.0,5621.67
2024-08-29,10:00,0.2,2024-09-30,32,5607.3,5595.0,0.1227,2024,ok,5440.0,0.19990000000000002,0.20420000000000002,0.20205,29.400000000000002,30.0,0.5999999999999979,2.969561989606522,0.6296703296703494,3.1164084616201406,0.03401360544217687,True,3.0015007503751767,0.1547,0.1537,5.0,5621.67
2024-08-29,10:00,0.25,2024-09-30,32,5607.3,5595.0,0.1227,2024,ok,5490.0,0.24810000000000001,0.2536,0.25085,36.55,37.400000000000006,0.8500000000000085,3.3884791708192483,0.8214285714285845,3.2745807112959318,0.03009575923392617,True,3.426037887948442,0.1454,0.14450000000000002,5.0,5621.67
2024-08-29,13:00,0.15,2024-09-30,32,5607.3,5595.0,0.12140000000000001,2024,ok,5395.0,0.1506,0.15380000000000002,0.1522,22.05,22.5,0.4499999999999993,2.9566360052562373,0.439285714285707,2.88623990989295,0.01360544217687062,True,2.9880478087649354,0.1652,0.1643,5.0,5641.71
2024-08-29,13:00,0.2,2024-09-30,32,5607.3,5595.0,0.12140000000000001,2024,ok,5460.0,0.198,0.2023,0.20015,28.8,29.4,0.5999999999999979,2.997751686235313,0.6129120879120785,3.062263741754077,0.01388888888888884,True,3.030303030303019,0.1529,0.152,5.0,5641.71
2024-08-29,13:00,0.25,2024-09-30,32,5607.3,5595.0,0.12140000000000001,2024,ok,5515.0,0.2516,0.2574,0.2545,36.65,37.55,0.8999999999999986,3.5363457760314287,0.8379120879120572,3.292385414192759,0.013642564802182811,True,3.5771065182829833,0.1427,0.1419,5.0,5641.71
2024-09-20,10:00,0.15,2024-10-21,31,5709.64,5615.0,0.1283,2024,ok,5425.0,0.1451,0.14828,0.14669,22.05,22.53,0.4800000000000004,3.2722066943895323,0.4499999999999818,3.0676937759900595,0.022675736961451247,True,3.30806340454859,0.17400000000000002,0.17314000000000002,25.0,5693.2
2024-09-20,10:00,0.2,2024-10-21,31,5709.64,5615.0,0.1283,2024,ok,5500.0,0.1986,0.20290000000000002,0.20075,30.25,30.925,0.6750000000000007,3.3623910336239136,0.6518518518518684,3.247082699137576,0.023140495867768573,True,3.3987915407855023,0.161,0.16015,10.0,5693.2
2024-09-20,10:00,0.25,2024-10-21,31,5709.64,5615.0,0.1283,2024,ok,5550.0,0.2457,0.251,0.24835000000000002,37.7,38.550000000000004,0.8500000000000014,3.4225890879806777,0.8416666666666726,3.3890342930004933,0.015915119363395264,True,3.4595034595034653,0.1524,0.15150000000000002,10.0,5693.2
2024-09-20,13:00,0.15,2024-10-21,31,5709.64,5615.0,0.12390000000000001,2024,ok,5450.0,0.1494,0.15255000000000002,0.15097500000000003,22.1,22.55,0.4499999999999993,2.9806259314455983,0.45914634146336786,3.041207759320204,0.018099547511312153,True,3.0120481927710796,0.1681,0.16715000000000002,10.0,5704.31
2024-09-20,13:00,0.2,2024-10-21,31,5709.64,5615.0,0.12390000000000001,2024,ok,5520.0,0.201,0.2054,0.2032,29.700000000000003,30.35,0.6499999999999986,3.1988188976377883,0.6446843853820495,3.172659376880165,0.013468013468013539,True,3.233830845771137,0.1555,0.15460000000000002,5.0,5704.31
2024-09-20,13:00,0.25,2024-10-21,31,5709.64,5615.0,0.12390000000000001,2024,ok,5570.0,0.24960000000000002,0.2551,0.25235,37.050000000000004,37.900000000000006,0.8500000000000014,3.3683376263126665,0.8363787375415392,3.3143599664812333,0.013495276653171389,True,3.4054487179487234,0.1464,0.14550000000000002,5.0,5704.31
2024-09-23,10:00,0.15,2024-10-23,30,5711.900000000001,5645.0,0.1264,2024,ok,5450.0,0.1492,0.1523,0.15075,22.45,22.900000000000002,0.45000000000000284,2.9850746268656905,0.45914634146336814,3.045746875378893,0.022271714922048998,True,3.0160857908847376,0.1736,0.17265000000000003,10.0,5709.77
2024-09-23,10:00,0.2,2024-10-23,30,5711.900000000001,5645.0,0.1264,2024,ok,5520.0,0.1996,0.20400000000000001,0.2018,29.95,30.650000000000002,0.7000000000000028,3.468780971258686,0.6385382059800558,3.1642131118932397,0.01669449081803005,True,3.5070140280561266,0.16060000000000002,0.1598,5.0,5709.77
2024-09-23,10:00,0.25,2024-10-23,30,5711.900000000001,5645.0,0.1264,2024,ok,5575.0,0.2524,0.2579,0.25515,38.050000000000004,38.95,0.8999999999999986,3.5273368606701885,0.8428571428571128,3.303378964754508,0.013140604467805517,True,3.5657686212361273,0.1505,0.1497,5.0,5709.77
2024-09-23,13:00,0.15,2024-10-23,30,5711.900000000001,5645.0,0.1252,2024,ok,5450.0,0.14800000000000002,0.15115000000000003,0.149575,22.05,22.5,0.4499999999999993,3.0085241517633246,0.4451219512194674,2.975911423830636,0.022675736961451247,True,3.0405405405405355,0.1723,0.17135,10.0,5708.93
